Unique ID,UP ID,Present in GFKB v3 (Y/N),Present in GFKB_epilepsy v3 (Y/N),UP taxonomy,UP name,Assembly ID (UP matched),Genome Size (Mb),RefSeq Accession,Plasmid/additional chromosome accessions,GenBank Accession,GenBank record name,NCBI taxonomy,NCBI taxonomy name,Lineage (full),Characteristics,Effect/Function,Curation Notes
*UP000008799_FP929039,*UP000008799,Y,Y,751585,Coprococcus sp ART55/1,GCA_000210595.1,3.123,*NC_021018.1,,FP929039,Coprococcus sp. ART55/1 draft genome,751585,Coprococcus sp. ART55/1,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus,"Coprococcus includes those gram-positive, anaerobic cocci that actively ferment carbohydrates, producing butyric and acetic acids with formic or propionic and/or lactic acids. Fermentable carbohydrates are either required or are highly stimulatory for growth and continued subculture.","Coprococcus includes those gram-positive, anaerobic cocci that actively ferment carbohydrates, producing butyric and acetic acids with formic or propionic and/or lactic acids. Fermentable carbohydrates are either required or are highly stimulatory for growth and continued subculture. [https://doi.org/10.1099/00207713-24-2-260]","Proteome removed. Coprococcus sp. ART55/1 draft genome 3,123,007 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021018.1 GI:479166807"
*UP000008801_FP929041,*UP000008801,Y,Y,717960,Faecalitalea cylindroides T2-87,GCA_000210615.1,1.967,NC_021019.1,,FP929041,Eubacterium cylindroides T2-87 draft genome,717960,Faecalitalea cylindroides T2-87,Bacteria; Terrabacteria group; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Faecalitalea; Faecalitalea cylindroides,"This organism has been reclassified as Faecalitalea cylindroides, instead of Eubacterium cylindroides. The members of the genus are strictly anaerobic. Cells stain Gram-positive and are pleomorphic rods that occur singly, in pairs or in short chains. Filamentous forms are often seen. They are non-motile and non-spore-forming. d-Glucose, sucrose, d-mannose and raffinose are fermented. The major end products of metabolism are lactic and butyric acids. [PMID: 25180093]","This organism has been reclassified as Faecalitalea cylindroides, instead of Eubacterium cylindroides. The members of the genus are strictly anaerobic. Cells stain Gram-positive and are pleomorphic rods that occur singly, in pairs or in short chains. Filamentous forms are often seen. They are non-motile and non-spore-forming. d-Glucose, sucrose, d-mannose and raffinose are fermented. The major end products of metabolism are lactic and butyric acids. [PMID: 25180093]",Proteome removed
UP000007057_FP929042,UP000007057,Y,Y,657318,Eubacterium rectale DSM 17629,GCA_000209935.1,3.345,*NC_021010.1,,FP929042,Eubacterium rectale DSM 17629 draft genome,657318,Eubacterium rectale DSM 17629,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified Lachnospiraceae; Eubacterium rectale,"Eubacterium rectale is one of the most abundant bacterial species recovered from human faeces. E. rectale(Hauduroy et al. 1937) appears in the ��List of Bacterial Names with Standing in Nomenclature̥, but it is noted that the originally proposed type strain, VPI 0989T, has been lost and its possible replacement by another strain (VPI 0990) from the same faecal sample has never been formally proposed. It is therefore proposed that strain A1-86 (=DSM 17629=NCIMB 14373), isolated from human adult faeces, be formally recognized as the neotype strain of Eubacterium rectale. [PMID: 18599726]","E. rectale is one of the major species in the human colon that is responsible for butyrate formation. This is an important trait, as butyrate, which is one of the three major short chain fatty acids (SCFA) formed in the colon, is the preferred energy source for colonocytes and has a protective effect against colon disease. [PMID: 18599726]","Eubacterium rectale DSM 17629 draft genome 3,344,951 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021010.1 GI:479140210"
UP000008802_FP929043,UP000008802,Y,Y,657317,Eubacterium rectale M104/1,GCA_000209955.1,3.698,*NC_021044.1,,FP929043,Eubacterium rectale M104/1 draft genome,657317,Eubacterium rectale M104/1,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified Lachnospiraceae; Eubacterium rectale,"Eubacterium rectale is reported to be one of the most abundant bacterial species in human faeces both from anaerobic cultivation and culture-independent analysis of 16S rRNA sequences. The genus Eubacterium includes many species of obligately anaerobic bacteria, with Eubacterium limosumdesignated as the type species. Species of the genus Eubacterium produce mixtures of organic acids as fermentation products from carbohydrates, including butyric, acetic, lactic or formic acids, but not propionic and succinic acids, as major products. Most also produce hydrogen gas. [PMID: 18599726]","Species of the genus Eubacterium produce mixtures of organic acids as fermentation products from carbohydrates, including butyric, acetic, lactic or formic acids, but not propionic and succinic acids, as major products. Most also produce hydrogen gas. Strain A1-86, along with four other strains of E. rectale(M104/1, L2-21, TI-815 and VPI 0990), is able to utilize glucose, cellobiose, melezitose, fructose, sucrose, raffinose, melibiose, soluble starch and chicory inulin as energy sources for growth in anaerobic YCFA medium, but is unable to utilize glycerol. [PMID: 18599726]","Eubacterium rectale M104/1 draft genome 3,698,419 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021044.1 GI:479213596. Little informoation was found on the specific strain."
UP000008803_FP929044,UP000008803,Y,Y,657319,Eubacterium siraeum 70/3,GCA_000209915.1,2.943,*NC_021011.1,,FP929044,Eubacterium siraeum 70/3 draft genome,657319,Eubacterium siraeum 70/3,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified Ruminococcaceae; Eubacterium siraeum,"The genus Eubacterium contains anaerobic, non-spore-forming, gram-positive rods which are distinguished from other genera mainly on the basis of negative metabolic characteristics. In the human intestinal tract, Eubacterium is the second most common genus after the genus Bacteroides and is more common than the genus Bifidobacterium. The importance of members of the genus Eubacterium has been reported previously. [PMID: 10618251]","Eubacterium siraeum has been reported for biosynthesis of conjugated linoleic acid and Klebsiella pneumoniae have a phospholipase D family protein as a novel virulence factor. [PMID: 30413731] Eubacterium siraeum is able to degrade wheat bran, contributing to the beneficial effects of cereal fiber in human health through their impact on the gut microbiota. [PMID: 29232848]","Eubacterium siraeum 70/3 draft genome 2,943,413 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021011.1 GI:479143419. No information was found on the strain. Little infomation found on the species."
UP000008804_FP929045,UP000008804,Y,Y,718252,Faecalibacterium prausnitzii L2-6,GCA_000210735.1,3.321,*NC_021042.1,,FP929045,Faecalibacterium prausnitzii L2/6 draft genome,718252,Faecalibacterium prausnitzii L2-6,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; Faecalibacterium prausnitzii,"Faecalibacterium prausnitzii is a Gram-stain negative, non-sporeforming, acetate-consuming and butyrate-producing, extremely oxygen-sensitive (EOS) member of the Ruminococcaceae family (phylum Firmicutes). The type strain of the species was originally isolated from human faeces in the 1970̥s and classified as Fusobacterium prausnitzii. Two decades later with the aid of 16S rRNA sequence information it was re-assigned to the Clostridium leptum group (clostridial cluster IV). Finally, it was classified as a separate genus named Faecalibacterium (family Ruminococcaceae) in 2002 by Duncan et al. The importance of the species to human health was not fully realized until the mid-2000̥s when high throughput sequencing of 16S rRNA libraries and metagenomic analysis of faecal DNA revealed that F. prausnitzii is one of the most abundant bacteria in the human gut, accounting for 5̐15% of the total bacterial population. [PMID: 30547746]","Faecalibacterium prausnitzii is a major member of the Firmicutes phylum and one of the most abundant bacteria in the healthy human microbiota. F. prausnitzii depletion has been reported in several intestinal disorders, and more consistently in Crohn's disease (CD) patients. Differences in enzymes production, antibiotic resistance and immunomodulatory properties were found to be strain-dependent. So far, all F. prausnitzii isolates share some characteristic such as the lack of epithelial cells adhesion, plasmids, anti-microbial, and hemolytic activity and the presence of DNAse activity. Some stains are suspected to be good probiotic candidates. [PMID: 28713353] Butyric acid is one of the main metabolic end-products of F. prausnitzii fermentation. Microbiota-derived butyric acid is known to possess anti-inflammatory activity, as well as to serve as one of the main energy sources for colonocytes. In addition, F. prausnitzii has been shown to produce a number of substances with proven anti-inflammatory properties. [PMID: 30547746]","Faecalibacterium prausnitzii L2-6, complete genome 3,321,367 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021042.1 GI:479208076. No characterization/functional information was found on the strain."
UP000007059_FP929046,UP000007059,Y,Y,657322,Faecalibacterium prausnitzii SL3/3,GCA_000209855.1,3.214,*NC_021020.1,,FP929046,Faecalibacterium prausnitzii SL3/3 draft genome,657322,Faecalibacterium prausnitzii SL3/3,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; Faecalibacterium prausnitzii,"Faecalibacterium prausnitzii is a Gram-stain negative, non-sporeforming, acetate-consuming and butyrate-producing, extremely oxygen-sensitive (EOS) member of the Ruminococcaceae family (phylum Firmicutes). The type strain of the species was originally isolated from human faeces in the 1970̥s and classified as Fusobacterium prausnitzii. Two decades later with the aid of 16S rRNA sequence information it was re-assigned to the Clostridium leptum group (clostridial cluster IV). Finally, it was classified as a separate genus named Faecalibacterium (family Ruminococcaceae) in 2002 by Duncan et al. The importance of the species to human health was not fully realized until the mid-2000̥s when high throughput sequencing of 16S rRNA libraries and metagenomic analysis of faecal DNA revealed that F. prausnitzii is one of the most abundant bacteria in the human gut, accounting for 5̐15% of the total bacterial population. [PMID: 30547746]","Faecalibacterium prausnitzii is a major member of the Firmicutes phylum and one of the most abundant bacteria in the healthy human microbiota. F. prausnitzii depletion has been reported in several intestinal disorders, and more consistently in Crohn's disease (CD) patients. Differences in enzymes production, antibiotic resistance and immunomodulatory properties were found to be strain-dependent. So far, all F. prausnitzii isolates share some characteristic such as the lack of epithelial cells adhesion, plasmids, anti-microbial, and hemolytic activity and the presence of DNAse activity. Some stains are suspected to be good probiotic candidates. [PMID: 28713353] Butyric acid is one of the main metabolic end-products of F. prausnitzii fermentation. Microbiota-derived butyric acid is known to possess anti-inflammatory activity, as well as to serve as one of the main energy sources for colonocytes. In addition, F. prausnitzii has been shown to produce a number of substances with proven anti-inflammatory properties. [PMID: 30547746]","Faecalibacterium prausnitzii SL3/3 draft genome 3,214,418 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021020.1 GI:479170689"
*UP000008805_FP929047,*UP000008805,Y,Y,657308,Gordonibacter pamelaeae 7-10-1-b,GCA_000210055.1,3.608,NC_021021.1,,FP929047,Gordonibacter pamelaeae 7-10-1-b draft genome,657308,Gordonibacter pamelaeae 7-10-1-b,Bacteria; Terrabacteria group; Actinobacteria; Coriobacteriia; Eggerthellales; Eggerthellaceae; Gordonibacter; Gordonibacter pamelaeae,"A strictly anaerobic, Gram-positive, short-rod/coccobacillus-shaped bacterial strain, designated 7-10-1-bT, was isolated from the colon of a patient suffering from acute Crohn's disease. The isolate formed small, pale-white, semi-translucent colonies on solid cultivation media. The strain was catalase-positive and metabolized only a small number of carbon sources. Whole-cell fatty acids consisted predominantly of saturated fatty acids (89 %), of which 15 : 0 anteiso was the major component. [https://doi.org/10.1099/ijs.0.005900-0]","The strain was catalase-positive and metabolized only a small number of carbon sources. Whole-cell fatty acids consisted predominantly of saturated fatty acids (89 %), of which 15 : 0 anteiso was the major component. [https://doi.org/10.1099/ijs.0.005900-0]",Proteome removed
UP000198801_FP929048,UP000198801,Y,Y,1855330,Megamonas sp Calf98-2,GCA_900110235.1,2.216,*NC_021041.1,,FP929048,Megamonas hypermegale ART12/1 draft genome,657316,Megamonas hypermegale ART12/1,Bacteria; Terrabacteria group; Firmicutes; Negativicutes; Selenomonadales; Selenomonadaceae; Megamonas; Megamonas hypermegale,"Megamonas hypermegale was the first species of the Megamonas genus described. The bacterium was isolated from chicken cecum and first described in 1936 as Bacteroides hypermegas by Harrison and Hansen, and the original name was changed to Megamonas hypermegale by Euzéby in 1998. This microorganism is strictly anaerobic and nonmotile. Its optimal growth temperature is 37°C. The species Megamonas funiformis was identified in human feces in 2008 in Japan by Sakon et al. Cells from this bacterium are large Gram-negative rods, 5 to 10 μm in size. Some of the cells exhibit a central, subterminal, or terminal swelling of 2- to 4-_m diameter when grown in a broth medium supplemented with glucose. [PMID: 29326224]","Megamonas hypermegale was the first species of the Megamonas genus described. The bacterium was isolated from chicken cecum and first described in 1936 as Bacteroides hypermegas by Harrison and Hansen, and the original name was changed to Megamonas hypermegale by Euz�_by in 1998. This microorganism is strictly anaerobic and nonmotile. Its optimal growth temperature is 37��C. The species Megamonas funiformis was identified in human feces in 2008 in Japan by Sakon et al. Cells from this bacterium are large Gram-negative rods, 5 to 10 _m in size. Some of the cells exhibit a central, subterminal, or terminal swelling of 2- to 4-_m diameter when grown in a broth medium supplemented with glucose. [PMID: 29326224]","Megamonas hypermegale ART12/1 draft genome 2,209,938 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021041.1 GI:479205603. No functional information on species or genus."
UP000008807_FP929049,UP000008807,Y,Y,657315,Roseburia intestinalis M50/1,GCA_000209995.1,4.144,*NC_021040.1,,FP929049,Roseburia intestinalis M50/1 draft genome,657315,Roseburia intestinalis M50/1,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia intestinalis,"Roseburia spp., together with Faecalibacterium prausnitzii and Eubacterium rectale, constitute a group of dominant butyrate-producing Firmicutes, estimated to account for 7̐24% of the total bacteria in the healthy human colon. R. intestinalis preferentially colonizes the mucin layer and this intimate association to the host may contribute to the local level of butyrate available for the colonic epithelial cells. This species appears to be a specialist able to grow only on a few glycans and has been recently shown to be a prominent xylan degrader in vitro and in the healthy human colon. [PMID: 30796211]","Complementary studies have shown that Roseburia spp. play an important role in the control of gut inflammatory processes, amelioration of atherosclerosis and in the maturation of the immune system, primarily through the production of butyrate. [PMID: 30796211] A detailed investigation of the phenotypic and phylogenetic characteristics of the strain L1-82T (= DSM 14610T = NCIMB 13810T) revealed that they represent a novel species of anaerobic, low-G+C-content, butyrate-producing bacterium that shows net acetate utilization during growth on media containing carbohydrates and short-chain fatty acids. [PMID: 12361264]","Roseburia intestinalis M50/1 draft genome 4,143,550 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021040.1 GI:479201824. No information was found on the specific strain."
UP000008953_FP929050,UP000008953,Y,Y,718255,Roseburia intestinalis XB6B4,GCA_000210655.1,4.286,*NC_021012.1,,FP929050,Roseburia intestinalis XB6B4 draft genome,718255,Roseburia intestinalis XB6B4,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia intestinalis,"Roseburia spp., together with Faecalibacterium prausnitzii and Eubacterium rectale, constitute a group of dominant butyrate-producing Firmicutes, estimated to account for 7̐24% of the total bacteria in the healthy human colon. R. intestinalis preferentially colonizes the mucin layer and this intimate association to the host may contribute to the local level of butyrate available for the colonic epithelial cells. This species appears to be a specialist able to grow only on a few glycans and has been recently shown to be a prominent xylan degrader in vitro and in the healthy human colon. [PMID: 30796211]","R. intestinalisis also a major xylanolytic bacterium in the colon, producing butyrate upon fermentation of xylan-rich substrates. [PMID: 20105245] The end-products of xylose fermentation by Roseburia sp. XB6B4 were butyrate, formate and lactate. In addition, Roseburia strain XB6B4 was shown to produce large amounts of H2 during xylose fermentation. [PMID: 17391327]","Roseburia intestinalis XB6B4 draft genome 4,286,292 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021012.1 GI:479146200"
UP000198616_FP929051,UP000198616,Y,Y,40518,Ruminococcus bromii,GCA_900101355.1,2.539,na,,FP929051,Ruminococcus bromii L2-63 draft genome,NA,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus bromii,"Ruminococcaceae are an important family of Firmicutes bacteria within the colonic microbial communities which have evolved specialized systems to utilize complex carbohydrates. R. bromii is one of the most abundant bacteria constituting the human colonic microbiota and a primary degrader of starch resistant (RS), an important non-digestible dietary polysaccharide. [PMID: 30455672]","Non-digestible carbohydrates generally provide the main sources of energy for the microbial communities that inhabit the human large intestine. These include plant cell wall polysaccharides such as cellulose, xylan and pectin that comprise plant fiber, but on most diets the largest contribution is thought to come from the fraction of dietary starch that survives digestion in the upper gastrointestinal tract (resistant starch, RS). This work also indicates that R. bromii possesses an exceptional ability to colonize and degrade starch particles when compared with previously studied amylolytic bacteria from the human colon. [PMID: 22343308]","record removed from NCBI, represented by the reference genome in the Ruminococcus bromii cluster in rpg-75. Record Removed from GenBank. No information found on the strain."
UP000007054_FP929052,UP000007054,Y,Y,213810,Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13),GCA_000210095.1,2.573,NC_021039.1,,FP929052,Ruminococcus champanellensis type strain 18P13T draft genome,213810,Ruminococcus champanellensis 18P13 = JCM 17042,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus champanellensis,"Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / 18P13) is a strictly anaerobic, cellulolytic, non-motile cocci, Gram-positive bacterium isolated from a human faecal sample. R.champanellensis is able to degrade microcrystalline cellulose but the utilization of soluble sugars is restricted to cellobiose. Acetate and succinate are the major end products of cellulose and cellobiose fermentation. (Adapted from PMID: 21357460). [UP000007054]",R.champanellensis is able to degrade microcrystalline cellulose but the utilization of soluble sugars is restricted to cellobiose. Acetate and succinate are the major end products of cellulose and cellobiose fermentation. [PMID: 21357460). [UP000007054],Also referred to as strains DSM 18848 and JCM 17042 in UniProt.
UP000007055_FP929053,UP000007055,Y,Y,657323,Ruminococcus sp SR1/5,GCA_000209835.1,3.546,*NC_021014.1,,FP929053,Ruminococcus sp. SR1/5 draft genome,657323,Ruminococcus sp. SR1/5,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus,"Ruminococcus species are defined as strictly anaerobic, Gram-positive, non-motile cocci that do not produce endospores and require fermentable carbohydrates for growth (Rainey, 2009b). They were initially described from the isolation of Ruminococcus flavefaciens from the bovine rumen (Sijpesteijn, 1948). Ruminococcus is currently considered a polyphyletic genus, with species members belonging to two separate families: the Ruminococcaceae and the Lachnospiraceae (Rainey & Janssen, 1995). Ruminococcus species are predominantly associated with herbivores and omnivores, relative to carnivores, and that significantly abundant Ruminococcus populations are absent in non-host-associated environments. [PMID: 28348838]","All ruminococci require fermentable carbohydrates for growth, and their substrate preferences appear to be based on the diet of their particular host. Most ruminococci that have been studied are those capable of degrading cellulose, much less is known about non-cellulolytic non-ruminant-associated species, and even less is known about the environmental distribution of ruminococci as a whole. [PMID: 28348838]","Ruminococcus sp. SR1/5 draft genome 3,545,606 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021014.1 GI:479152295. No information was found on the species."
UP000008955_FP929054,UP000008955,Y,Y,657314,Blautia obeum A2-162,GCA_000210015.1,3.757,*NC_021022.1,,FP929054,Ruminococcus obeum A2-162 draft genome,657314,Blautia obeum A2-162,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia obeum,"Ruminococcus obeum A2-162 was previously isolated from human faeces from an adult female consuming a Western-style diet. It is an anaerobic organism. [PMID: 28857034] R. obeum has subsequently been reclassified as Blautia obeum, which is within the family Lachnospiraceae. [PMID: 25481290]","This organism is not known to casue disease in healthy human adult. Ovoid shaped cells. Using the API ZYM kit, positive reactions are obtained with acid phosphatase, alkaline phosphatase, _-galactosidase, _-galactosidase, _-glucosidase and naphthol-AS-BI-phosphohydrolase. Negative reactions are obtained with N-acteyl-_-glucosaminidase, _-glucosidase and _-fucosidase. [PMID: 25481290]","Ruminococcus obeum A2-162 draft genome 3,757,491 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021022.1 GI:479176048"
UP000008956_FP929055,UP000008956,Y,Y,657313,Ruminococcus torques L2-14,GCA_000210035.1,3.342,*NC_021015.1,,FP929055,Ruminococcus torques L2-14 draft genome,657313,Ruminococcus torques L2-14,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; [Ruminococcus] torques,"Ruminococcus species are defined as strictly anaerobic, Gram-positive, non-motile cocci that do not produce endospores and require fermentable carbohydrates for growth (Rainey, 2009b). They were initially described from the isolation of Ruminococcus flavefaciens from the bovine rumen (Sijpesteijn, 1948). Ruminococcus is currently considered a polyphyletic genus, with species members belonging to two separate families: the Ruminococcaceae and the Lachnospiraceae (Rainey & Janssen, 1995). Ruminococcus species are predominantly associated with herbivores and omnivores, relative to carnivores, and that significantly abundant Ruminococcus populations are absent in non-host-associated environments. [PMID: 28348838] The strain was isolated as a non-butyrate-producer. [PMID: 23349065]","All ruminococci require fermentable carbohydrates for growth, and their substrate preferences appear to be based on the diet of their particular host. Most ruminococci that have been studied are those capable of degrading cellulose, much less is known about non-cellulolytic non-ruminant-associated species, and even less is known about the environmental distribution of ruminococci as a whole. [PMID: 28348838]","Ruminococcus torques L2-14 draft genome 3,341,681 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021015.1 GI:479155735"
UP000007050_FP929059,UP000007050,Y,Y,717961,Eubacterium siraeum V10Sc8a,GCA_000210635.1,2.836,*NC_021043.1,,FP929059,Eubacterium siraeum V10Sc8a draft genome,717961,Eubacterium siraeum V10Sc8a,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified Ruminococcaceae; Eubacterium siraeum,"The genus Eubacterium contains anaerobic, non-spore-forming, gram-positive rods which are distinguished from other genera mainly on the basis of negative metabolic characteristics. In the human intestinal tract, Eubacterium is the second most common genus after the genus Bacteroides and is more common than the genus Bifidobacterium. The importance of members of the genus Eubacterium has been reported previously. [PMID: 10618251]","Eubacterium siraeum has been reported for biosynthesis of conjugated linoleic acid and Klebsiella pneumoniae have a phospholipase D family protein as a novel virulence factor. [PMID: 30413731] Eubacterium siraeum is able to degrade wheat bran, contributing to the beneficial effects of cereal fiber in human health through their impact on the gut microbiota. [PMID: 29232848]","Eubacterium siraeum V10Sc8a draft genome 2,836,123 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021043.1 GI:479210985. There are papers found mentioning the specific strain, but there is no characterization/functional information provided."
*UP000008959_FP929060,*UP000008959,Y,Y,245012,butyrate-producing bacterium SM4/1,GCA_000210675.1,3.109,*NC_021024.1,,FP929060,Clostridiales sp. SM4/1 draft genome,245012,butyrate-producing bacterium SM4/1,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; unclassified Clostridiales; unclassified Clostridiales (miscellaneous),"Commensal Clostridia consist of gram-positive, rod-shaped bacteria in the phylum Firmicutes and make up a substantial part of the total bacteria in the gut microbiota. They start to colonize the intestine of breastfed infants during the first month of life and populate a specific region in the intestinal mucosa in close relationship with intestinal cells. This position allows them to participate as crucial factors in modulating physiologic, metabolic and immune processes in the gut during the entire lifespan, by interacting with the other resident microbe populations. [PMID: 23941657]","The gut microbiota, which includes Clostridium spp., is an essential actor in the aforementioned defense mechanisms and in the resistance to infection. It plays a crucial role, both by acting indirectly, for example in immune system development and modulating immunological tolerance, and also directly, by preventing potentially deleterious and pathogenic organisms from taking up residence. This phenomenon is known as colonization resistance. It is likely that Clostridia play a crucial role in gut homeostasis by interacting with the other resident microbe populations, but also by providing specific and essential functions. Commensal Clostridia play an important role in the metabolic welfare of colonocytes by releasing butyrate as an end-product of fermentation. [PMID: 23941657]","Proteome removed. Butyrate-producing bacterium SM4/1, complete genome 3,108,859 bp linear DNA Record removed. This record was removed by RefSeq staff. Please contact info@ncbi.nlm.nih.gov for further details. NC_021024.1 GI:479181986. Little to no information was found on this organism"
UP000008960_FP929061,UP000008960,Y,Y,649756,Anaerostipes hadrus,GCA_000210695.1,3.115,*NC_021016.1,,FP929061,Anaerostipes hadrus draft genome,649756,Anaerostipes hadrus,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes,"Anaerostipes hadrus PEL 85, which was isolated from human feces, is a Gram-positive rod-shaped bacterium. [PMID: 25838483]","The species may play an important role in gut health, as it was previously reported to produce butyric acid. [PMID: 25838483]","Butyrate-producing bacterium SSC/2, complete genome 3,114,788 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021016.1 GI:479158859. Referred to as strain SSC/2 in UniProt. Data was only found on strain PEL85. Data found on strain PEL85 was provided for characteristics and function entries"
UP000008961_FP929062,UP000008961,Y,Y,245014,butyrate-producing bacterium SS3/4,GCA_000209895.1,3.601,*NC_021035.1,,FP929062,Clostridiales sp. SS3/4 draft genome,245014,butyrate-producing bacterium SS3/4,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; unclassified Clostridiales; unclassified Clostridiales (miscellaneous),"Commensal Clostridia consist of gram-positive, rod-shaped bacteria in the phylum Firmicutes and make up a substantial part of the total bacteria in the gut microbiota. They start to colonize the intestine of breastfed infants during the first month of life and populate a specific region in the intestinal mucosa in close relationship with intestinal cells. This position allows them to participate as crucial factors in modulating physiologic, metabolic and immune processes in the gut during the entire lifespan, by interacting with the other resident microbe populations. [PMID: 23941657]","The gut microbiota, which includes Clostridium spp., is an essential actor in the aforementioned defense mechanisms and in the resistance to infection. It plays a crucial role, both by acting indirectly, for example in immune system development and modulating immunological tolerance, and also directly, by preventing potentially deleterious and pathogenic organisms from taking up residence. This phenomenon is known as colonization resistance. It is likely that Clostridia play a crucial role in gut homeostasis by interacting with the other resident microbe populations, but also by providing specific and essential functions. Commensal Clostridia play an important role in the metabolic welfare of colonocytes by releasing butyrate as an end-product of fermentation. [PMID: 23941657]","Butyrate-producing bacterium SS3/4, complete genome 3,601,020 bp linear DNA Record removed. This RefSeq genome was suppressed because updated RefSeq validation criteria identified problems with the assembly or annotation. NC_021035.1 GI:479192860. Little to no information was found on this organism"
UP000007052_FQ312002,UP000007052,Y,Y,862965,Haemophilus parainfluenzae (strain T3T1),GCA_000210895.1,2.087,NC_015964.1,,FQ312002,Haemophilus parainfluenzae T3T1 complete genome,862965,Haemophilus parainfluenzae T3T1,Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus parainfluenzae,"Haemophilus parainfluenzae is a normal inhabitant of the human upper respiratory tract; it is an infrequent and not terribly opportunistic pathogen. It grows slowly and can cause endocarditis in children. It has also been seen to cause other infections such as bacteremia, abscess, peritonitis, otitis media, conjunctivitis, pneumonia, arthritis and osteomyelitis, and periodontal infections (adapted from Wikipedia). [UP000007052]","Haemophilus parainfluenzae is a part of the normal flora of the human upper respiratory tract but has also been isolated occasionally from an increasing number of disease situations including meningitis, septicaemia, pleural effusion, urethritis, prosthetic joint infection, an abscess following reconstruction for facial paralysis, and endocarditis in patients with and without underlying heart disease. [PMID: 24035104]",Characterization/functional information was not found on the strain.
